Job	Start	Finish	Resource
a1	0.000000000000	0.010000000000	Tile1_Processor0
a2	0.013723144531	0.023723144531	Tile1_Processor0
a3	0.002233886719	0.012233886719	Tile1_Processor1
a5:sink	0.027446289063	0.037446289063	Tile1_Processor1
writing_crossbar	0.010000000000	0.011861572266	crossbar_Tile1_0
reading_crossbar	0.011861572266	0.013723144531	crossbar_Tile1_0
writing_crossbar	0.023723144531	0.025584716797	crossbar_Tile1_0
reading_crossbar	0.000372314453	0.002233886719	crossbar_Tile1_1
writing_crossbar	0.023723144531	0.025584716797	crossbar_Tile1_1
reading_crossbar	0.025584716797	0.027446289063	crossbar_Tile1_1
a4	0.002233886719	0.012233886719	Tile2_Processor0
reading_crossbar	0.000372314453	0.002233886719	crossbar_Tile2_0
reading_crossbar	0.012233886719	0.014095458984	crossbar_Tile2_1
reading_NoC	0.000000000000	0.000372314453	NoC_0
reading_NoC	0.014095458984	0.014467773438	NoC_0
reading_NoC	0.000000000000	0.000372314453	NoC_1
writing_NoC	0.025584716797	0.025957031250	NoC_2
writing_NoC	0.025584716797	0.025957031250	NoC_3
