Memory	When	Capacity
Tile1_Processor0_localMemory	0.0	0.0
Tile1_Processor1_localMemory	0.0	0.0
TileLocalMemory_Tile1	0.0	0.0
TileLocalMemory_Tile1	0.011861572265625	1000000.0
TileLocalMemory_Tile1	0.01595703125	0.0
TileLocalMemory_Tile1	0.027818603515625	1000000.0
TileLocalMemory_Tile1	0.0319140625	0.0
TileLocalMemory_Tile1	0.053775634765625004	1000000.0
TileLocalMemory_Tile1	0.05787109375000001	0.0
TileLocalMemory_Tile1	0.079732666015625	1000000.0
TileLocalMemory_Tile1	0.08382812499999999	0.0
TileLocalMemory_Tile1	0.10568969726562498	1000000.0
TileLocalMemory_Tile1	0.10978515624999996	0.0
TileLocalMemory_Tile1	0.13164672851562498	1000000.0
TileLocalMemory_Tile1	0.13574218749999994	0.0
TileLocalMemory_Tile1	0.157603759765625	1000000.0
TileLocalMemory_Tile1	0.16169921874999998	0.0
TileLocalMemory_Tile1	0.183560791015625	1000000.0
TileLocalMemory_Tile1	0.18765625	0.0
TileLocalMemory_Tile1	0.209517822265625	1000000.0
TileLocalMemory_Tile1	0.21361328125	0.0
TileLocalMemory_Tile1	0.23547485351562505	1000000.0
TileLocalMemory_Tile1	0.2395703125	0.0
TileLocalMemory_Tile1	0.261431884765625	1000000.0
TileLocalMemory_Tile1	0.26552734375000003	0.0
Tile2_Processor0_localMemory	0.0	0.0
Tile2_Processor0_localMemory	0.02595703125	0.0
Tile2_Processor0_localMemory	0.0519140625	0.0
Tile2_Processor0_localMemory	0.07787109375	0.0
Tile2_Processor0_localMemory	0.10382812499999998	0.0
Tile2_Processor0_localMemory	0.12978515624999998	0.0
Tile2_Processor0_localMemory	0.1557421875	0.0
Tile2_Processor0_localMemory	0.18169921875	0.0
Tile2_Processor0_localMemory	0.20765625	0.0
Tile2_Processor0_localMemory	0.23361328125000005	0.0
Tile2_Processor0_localMemory	0.2595703125	0.0
Tile2_Processor0_localMemory	0.28552734375000005	0.0
Tile2_Processor1_localMemory	0.0	0.0
Tile2_Processor1_localMemory	0.02595703125	1000000.0
Tile2_Processor1_localMemory	0.027818603515625	0.0
Tile2_Processor1_localMemory	0.0419140625	1000000.0
Tile2_Processor1_localMemory	0.053775634765625004	0.0
Tile2_Processor1_localMemory	0.06787109375	1000000.0
Tile2_Processor1_localMemory	0.079732666015625	0.0
Tile2_Processor1_localMemory	0.09382812499999997	1000000.0
Tile2_Processor1_localMemory	0.10568969726562498	0.0
Tile2_Processor1_localMemory	0.11978515624999996	1000000.0
Tile2_Processor1_localMemory	0.13164672851562498	0.0
Tile2_Processor1_localMemory	0.14574218749999998	1000000.0
Tile2_Processor1_localMemory	0.157603759765625	0.0
Tile2_Processor1_localMemory	0.17169921875	1000000.0
Tile2_Processor1_localMemory	0.183560791015625	0.0
Tile2_Processor1_localMemory	0.19765625	1000000.0
Tile2_Processor1_localMemory	0.209517822265625	0.0
Tile2_Processor1_localMemory	0.22361328125	1000000.0
Tile2_Processor1_localMemory	0.23547485351562505	0.0
Tile2_Processor1_localMemory	0.24957031250000006	1000000.0
Tile2_Processor1_localMemory	0.261431884765625	0.0
Tile2_Processor1_localMemory	0.27552734375000004	1000000.0
Tile2_Processor1_localMemory	0.28738891601562505	0.0
TileLocalMemory_Tile2	0.0	0.0
GLOBAL_MEMORY	0.0	0.0
