Job	Start	Finish	Resource
a1	0.000000000000	0.010000000000	Tile1_Processor0
a3	0.011861572266	0.021861572266	Tile1_Processor1
writing_crossbar	0.010000000000	0.010930786133	crossbar_Tile1_0
reading_crossbar	0.010930786133	0.011861572266	crossbar_Tile1_0
reading_crossbar	0.011861572266	0.012792358398	crossbar_Tile1_0
reading_crossbar	0.012792358398	0.013723144531	crossbar_Tile1_0
a4	0.014095458984	0.024095458984	Tile2_Processor0
a5:sink	0.015957031250	0.025957031250	Tile2_Processor1
reading_crossbar	0.013164672852	0.014095458984	crossbar_Tile2_0
reading_crossbar	0.014095458984	0.015026245117	crossbar_Tile2_0
reading_crossbar	0.015026245117	0.015957031250	crossbar_Tile2_0
reading_NoC	0.012792358398	0.013164672852	NoC_0
reading_NoC	0.013723144531	0.014095458984	NoC_1
