Memory	When	Capacity
MemoryRelocation_Processor2_localMemory	0.202816162109	1000000.000000000000
MemoryRelocation_Processor2_localMemory	0.218400878906	0.000000000000
MemoryRelocation_Processor2_localMemory	0.228400878906	1000000.000000000000
MemoryRelocation_Processor2_localMemory	0.243985595703	0.000000000000
MemoryRelocation_Processor2_localMemory	0.253985595703	1000000.000000000000
MemoryRelocation_Processor2_localMemory	0.269570312500	0.000000000000
MemoryRelocation_Processor3_localMemory	0.000000000000	0.000000000000
TileLocalMemory_MemoryRelocation	0.000000000000	0.000000000000
TileLocalMemory_MemoryRelocation	0.025584716797	1000000.000000000000
TileLocalMemory_MemoryRelocation	0.027446289063	0.000000000000
TileLocalMemory_MemoryRelocation	0.051169433594	1000000.000000000000
TileLocalMemory_MemoryRelocation	0.053031005859	0.000000000000
TileLocalMemory_MemoryRelocation	0.076754150391	1000000.000000000000
TileLocalMemory_MemoryRelocation	0.078615722656	0.000000000000
TileLocalMemory_MemoryRelocation	0.102338867187	1000000.000000000000
TileLocalMemory_MemoryRelocation	0.104200439453	0.000000000000
TileLocalMemory_MemoryRelocation	0.127923583984	1000000.000000000000
TileLocalMemory_MemoryRelocation	0.129785156250	0.000000000000
TileLocalMemory_MemoryRelocation	0.153508300781	1000000.000000000000
TileLocalMemory_MemoryRelocation	0.155369873047	0.000000000000
TileLocalMemory_MemoryRelocation	0.179093017578	1000000.000000000000
TileLocalMemory_MemoryRelocation	0.180954589844	0.000000000000
TileLocalMemory_MemoryRelocation	0.204677734375	1000000.000000000000
TileLocalMemory_MemoryRelocation	0.206539306641	0.000000000000
TileLocalMemory_MemoryRelocation	0.230262451172	1000000.000000000000
TileLocalMemory_MemoryRelocation	0.232124023438	0.000000000000
TileLocalMemory_MemoryRelocation	0.255847167969	1000000.000000000000
TileLocalMemory_MemoryRelocation	0.257708740234	0.000000000000
TileLocalMemory_MemoryRelocation	0.281431884766	1000000.000000000000
TileLocalMemory_MemoryRelocation	0.283293457031	0.000000000000
