Job	Start	Finish	Resource
writing_crossbar	0.01	0.011861572265625	crossbar_TileReadWrite_0
writing_crossbar	0.03372314453125	0.035584716796875	crossbar_TileReadWrite_0
writing_crossbar	0.0574462890625	0.059307861328125	crossbar_TileReadWrite_0
writing_crossbar	0.08116943359374999	0.08303100585937499	crossbar_TileReadWrite_0
writing_crossbar	0.10489257812499997	0.10675415039062497	crossbar_TileReadWrite_0
writing_crossbar	0.12861572265625	0.130477294921875	crossbar_TileReadWrite_0
writing_crossbar	0.1523388671875	0.154200439453125	crossbar_TileReadWrite_0
writing_crossbar	0.17606201171875002	0.17792358398437502	crossbar_TileReadWrite_0
writing_crossbar	0.19978515625000004	0.20164672851562504	crossbar_TileReadWrite_0
writing_crossbar	0.22350830078125009	0.22536987304687506	crossbar_TileReadWrite_0
reading_crossbar	0.011861572265625	0.01372314453125	crossbar_TileReadWrite_1
reading_crossbar	0.035584716796875	0.0374462890625	crossbar_TileReadWrite_1
reading_crossbar	0.059307861328125	0.06116943359375	crossbar_TileReadWrite_1
reading_crossbar	0.08303100585937499	0.08489257812499999	crossbar_TileReadWrite_1
reading_crossbar	0.10675415039062497	0.10861572265624997	crossbar_TileReadWrite_1
reading_crossbar	0.130477294921875	0.1323388671875	crossbar_TileReadWrite_1
reading_crossbar	0.154200439453125	0.15606201171875	crossbar_TileReadWrite_1
reading_crossbar	0.17792358398437502	0.17978515625000002	crossbar_TileReadWrite_1
reading_crossbar	0.20164672851562504	0.20350830078125004	crossbar_TileReadWrite_1
reading_crossbar	0.22536987304687506	0.2272314453125001	crossbar_TileReadWrite_1
a1	0.0	0.01	TileReadWrite_Processor0
a5:sink	0.01372314453125	0.02372314453125	TileReadWrite_Processor0
a1	0.02372314453125	0.03372314453125	TileReadWrite_Processor0
a5:sink	0.0374462890625	0.0474462890625	TileReadWrite_Processor0
a1	0.0474462890625	0.0574462890625	TileReadWrite_Processor0
a5:sink	0.06116943359375	0.07116943359375	TileReadWrite_Processor0
a1	0.07116943359375	0.08116943359374999	TileReadWrite_Processor0
a5:sink	0.08489257812499999	0.094892578125	TileReadWrite_Processor0
a1	0.094892578125	0.10489257812499997	TileReadWrite_Processor0
a5:sink	0.10861572265624997	0.11861572265624998	TileReadWrite_Processor0
a1	0.11861572265624998	0.12861572265625	TileReadWrite_Processor0
a5:sink	0.1323388671875	0.1423388671875	TileReadWrite_Processor0
a1	0.1423388671875	0.1523388671875	TileReadWrite_Processor0
a5:sink	0.15606201171875	0.16606201171875	TileReadWrite_Processor0
a1	0.16606201171875	0.17606201171875002	TileReadWrite_Processor0
a5:sink	0.17978515625000002	0.18978515625000006	TileReadWrite_Processor0
a1	0.18978515625000006	0.19978515625000004	TileReadWrite_Processor0
a5:sink	0.20350830078125004	0.21350830078125005	TileReadWrite_Processor0
a1	0.21350830078125005	0.22350830078125009	TileReadWrite_Processor0
a5:sink	0.2272314453125001	0.2372314453125001	TileReadWrite_Processor0
